"","datno","setno","division","subdivision","calage","calspan","calsigI","calsigD","calsigC","calseqno","c14age","c14sig","c14addsig","c14mulsig","ReservoirAge","ReservoirSig","labid","Date_Modified","F","sdF"
"5500",30537,68,4,0,3476,1,0,0,0,0,3263,22,0,1,0,0,"AA-109478","2018-10-09",0.666177300194957,0.00182446167114267
"5501",30536,68,4,0,3478,1,0,0,0,0,3231,24,0,1,0,0,"AA-109479","2018-10-09",0.668836355372643,0.00199826621796881
"5502",30535,68,4,0,3480,1,0,0,0,0,3256,25,0,1,0,0,"AA-109744","2018-10-09",0.666758063730189,0.00207505932942297
"5503",30534,68,4,0,3482,1,0,0,0,0,3276,23,0,1,0,0,"AA-109745","2018-10-09",0.665100081087553,0.00190430746483427
"5504",30533,68,4,0,3483,1,0,0,0,0,3303,22,0,1,0,0,"AA-110566","2018-10-09",0.662868342404682,0.00181539941900946
"5505",30532,68,4,0,3485,1,0,0,0,0,3238,22,0,1,0,0,"AA-110567","2018-10-09",0.668253781591584,0.00183014853666312
"5506",30531,68,4,0,3487,1,0,0,0,0,3303,22,0,1,0,0,"AA-110568","2018-10-09",0.662868342404682,0.00181539941900946
"5507",30530,68,4,0,3489,1,0,0,0,0,3311,22,0,1,0,0,"AA-110569","2018-10-09",0.662208525768976,0.00181359237730829
"5508",30529,68,4,0,3491,1,0,0,0,0,3323,22,0,1,0,0,"AA-110570","2018-10-09",0.661220032071678,0.00181088518680156
"5509",30528,68,4,0,3493,1,0,0,0,0,3322,22,0,1,0,0,"AA-110571","2018-10-09",0.661302350158353,0.0018111106315802
"5510",30527,68,4,0,3495,1,0,0,0,0,3334,24,0,1,0,0,"AA-110572","2018-10-09",0.660315209129958,0.00197280779523453
"5511",30526,68,3,0,3620,1,0,0,0,0,3407,27,0,1,0,0,"AA-107978","2018-10-09",0.654341768391258,0.00219933122700908
"5512",30525,68,3,0,3621,1,0,0,0,0,3403,22,0,1,0,0,"AA-107977","2018-10-09",0.654667676375254,0.00179294023157669
"5513",30524,68,3,0,3622,1,0,0,0,0,3399,26,0,1,0,0,"AA-107976","2018-10-09",0.654993746684229,0.00211998473967259
"5514",30523,68,3,0,3623,1,0,0,0,0,3385,22,0,1,0,0,"AA-107975","2018-10-09",0.656136272242478,0.00179696227926485
"5515",30522,68,3,0,3624,1,0,0,0,0,3385,22,0,1,0,0,"AA-107974","2018-10-09",0.656136272242478,0.00179696227926485
"5516",30521,68,3,0,3625,1,0,0,0,0,3403,22,0,1,0,0,"AA-107973","2018-10-09",0.654667676375254,0.00179294023157669
"5517",30520,68,3,0,3626,1,0,0,0,0,3398,22,0,1,0,0,"AA-107972","2018-10-09",0.655075289634224,0.00179405656317104
"5518",30519,68,3,0,3627,1,0,0,0,0,3351,22,0,1,0,0,"AA-107971","2018-10-09",0.658919281209775,0.00180458411385722
"5519",30518,68,3,0,3628,1,0,0,0,0,3390,22,0,1,0,0,"AA-107970","2018-10-09",0.655727998798967,0.00179584413962122
"5520",30517,68,3,0,3629,1,0,0,0,0,3368,25,0,1,0,0,"AA-107969","2018-10-09",0.657526304326812,0.00204632859556458
"5521",30516,68,3,0,3630,1,0,0,0,0,3378,22,0,1,0,0,"AA-107968","2018-10-09",0.656708282157782,0.00179852884445054
"5522",30515,68,3,0,3631,1,0,0,0,0,3399,15,0,1,0,0,"AA-107967","2018-10-09",0.654993746684229,0.00122306811904188
"5523",30514,68,3,0,3632,1,0,0,0,0,3382,18,0,1,0,0,"AA-107966","2018-10-09",0.656381358315297,0.0014707910431564
"5524",30513,68,3,0,3633,1,0,0,0,0,3401,14,0,1,0,0,"AA-107965","2018-10-09",0.654830691234067,0.00114124606962242
"5525",30512,68,3,0,3634,1,0,0,0,0,3384,16,0,1,0,0,"AA-107964","2018-10-09",0.656217957430327,0.00130704435688849
"5526",30511,68,3,0,3635,1,0,0,0,0,3374,39,0,1,0,0,"AA-108014","2018-10-09",0.657035368831215,0.00318988913038932
"5527",30510,68,3,0,3636,1,0,0,0,0,3356,29,0,1,0,0,"AA-108013","2018-10-09",0.658509276070118,0.00237728980530729
"5528",30509,68,3,0,3637,1,0,0,0,0,3393,24,0,1,0,0,"AA-108012","2018-10-09",0.655483156683896,0.00195837118889749
"5529",30508,68,3,0,3638,1,0,0,0,0,3368,24,0,1,0,0,"AA-108011","2018-10-09",0.657526304326812,0.001964475451742
"5530",30507,68,3,0,3639,1,0,0,0,0,3430,24,0,1,0,0,"AA-108010","2018-10-09",0.652470943553627,0.00194937167251177
"5531",30506,68,3,0,3640,1,0,0,0,0,3391,25,0,1,0,0,"AA-108009","2018-10-09",0.655646374600554,0.00204047794908675
"5532",30505,68,3,0,3641,1,0,0,0,0,3442,22,0,1,0,0,"AA-108008","2018-10-09",0.651496985366326,0.00178425665107173
"5533",30504,68,3,0,3642,1,0,0,0,0,3429,23,0,1,0,0,"AA-108007","2018-10-09",0.652552172429159,0.00186838042647462
"5534",30503,68,3,0,3643,1,0,0,0,0,3432,22,0,1,0,0,"AA-108006","2018-10-09",0.652308516135109,0.00178647919270166
"5535",30502,68,3,0,3644,1,0,0,0,0,3407,31,0,1,0,0,"AA-108005","2018-10-09",0.654341768391258,0.00252515807545487
"5536",30501,68,3,0,3645,1,0,0,0,0,3399,24,0,1,0,0,"AA-108004","2018-10-09",0.654993746684229,0.00195690899046701
"5537",30500,68,3,0,3646,1,0,0,0,0,3432,22,0,1,0,0,"AA-108003","2018-10-09",0.652308516135109,0.00178647919270166
"5538",30499,68,3,0,3647,1,0,0,0,0,3413,24,0,1,0,0,"AA-108002","2018-10-09",0.653853210597842,0.00195350143836029
"5539",30498,68,3,0,3648,1,0,0,0,0,3420,22,0,1,0,0,"AA-108001","2018-10-09",0.653283687523782,0.00178914989736377
"5540",30497,68,3,0,3649,1,0,0,0,0,3426,24,0,1,0,0,"AA-108000","2018-10-09",0.652795919735954,0.00195034259599937
"5541",30496,68,2,0,3450,1,0,0,0,0,3248,22,0,1,0,0,"AA-108077","2018-10-09",0.667422413470974,0.00182787166642119
"5542",30495,68,2,0,3451,1,0,0,0,0,3231,25,0,1,0,0,"AA-108076","2018-10-09",0.668836355372643,0.00208152731038417
"5543",30494,68,2,0,3452,1,0,0,0,0,3251,22,0,1,0,0,"AA-108075","2018-10-09",0.667173204781305,0.00182718915787237
"5544",30493,68,2,0,3453,1,0,0,0,0,3237,23,0,1,0,0,"AA-108074","2018-10-09",0.668336975339574,0.00191357530596417
"5545",30492,68,2,0,3455,1,0,0,0,0,3236,37,0,1,0,0,"AA-108072","2018-10-09",0.668420179444707,0.00307874351294089
"5546",30491,68,2,0,3457,1,0,0,0,0,3266,22,0,1,0,0,"AA-108070","2018-10-09",0.665928556417825,0.00182378043585113
"5547",30490,68,2,0,3458,1,0,0,0,0,3293,22,0,1,0,0,"AA-108069","2018-10-09",0.663694037791762,0.0018176607533199
"5548",30489,68,2,0,3459,1,0,0,0,0,3269,22,0,1,0,0,"AA-108068","2018-10-09",0.665679905519071,0.00182309945492588
"5549",30488,68,2,0,3460,1,0,0,0,0,3298,20,0,1,0,0,"AA-108123","2018-10-09",0.663281061613322,0.00165139066752975
"5550",30487,68,2,0,3461,1,0,0,0,0,3277,24,0,1,0,0,"AA-108122","2018-10-09",0.665017290264098,0.00198685608942342
"5551",30486,68,2,0,3462,1,0,0,0,0,3251,21,0,1,0,0,"AA-108121","2018-10-09",0.667173204781305,0.0017441351052418
"5552",30485,68,2,0,3463,1,0,0,0,0,3260,20,0,1,0,0,"AA-108120","2018-10-09",0.666426136885158,0.00165922105535954
"5553",30484,68,2,0,3464,1,0,0,0,0,3252,23,0,1,0,0,"AA-108119","2018-10-09",0.667090155898014,0.00191000542582526
"5554",30483,68,2,0,3465,1,0,0,0,0,3269,22,0,1,0,0,"AA-108118","2018-10-09",0.665679905519071,0.00182309945492588
"5555",30482,68,2,0,3466,1,0,0,0,0,3263,25,0,1,0,0,"AA-108117","2018-10-09",0.666177300194957,0.00207325189902576
"5556",30481,68,2,0,3467,1,0,0,0,0,3278,21,0,1,0,0,"AA-108116","2018-10-09",0.66493450974634,0.00173828267206189
"5557",30480,68,2,0,3468,1,0,0,0,0,3271,23,0,1,0,0,"AA-108115","2018-10-09",0.665514189835208,0.0019054931365878
"5558",30479,68,2,0,3469,1,0,0,0,0,3282,25,0,1,0,0,"AA-108114","2018-10-09",0.664603490706634,0.00206835394842099
"5559",30478,68,2,0,3470,1,0,0,0,0,3283,21,0,1,0,0,"AA-108113","2018-10-09",0.664520761698126,0.00173720104514635
"5560",30477,68,2,0,3471,1,0,0,0,0,3316,21,0,1,0,0,"AA-108112","2018-10-09",0.661796473933748,0.00173007916751011
"5561",30476,68,2,0,3472,1,0,0,0,0,3341,21,0,1,0,0,"AA-108111","2018-10-09",0.659740057487881,0.00172470324999944
"5562",30475,68,2,0,3473,1,0,0,0,0,3309,21,0,1,0,0,"AA-108110","2018-10-09",0.662373418329322,0.0017315874249864
"5563",30474,68,2,0,3474,1,0,0,0,0,3325,23,0,1,0,0,"AA-108109","2018-10-09",0.661055426637609,0.00189272685331321
"5564",30473,68,2,0,3475,1,0,0,0,0,3275,22,0,1,0,0,"AA-108108","2018-10-09",0.665182882217989,0.00182173825579432
"5565",30472,68,2,0,3476,1,0,0,0,0,3264,28,0,1,0,0,"AA-108864","2018-10-09",0.666094375280618,0.00232175308201884
"5566",30471,68,2,0,3477,1,0,0,0,0,3247,23,0,1,0,0,"AA-108865","2018-10-09",0.66750550371842,0.00191119464527868
"5567",30470,68,2,0,3478,1,0,0,0,0,3272,22,0,1,0,0,"AA-108866","2018-10-09",0.665431347464015,0.00182241872827192
"5568",30469,68,2,0,3479,1,0,0,0,0,3265,23,0,1,0,0,"AA-108867","2018-10-09",0.66601146068867,0.00190691691719649
"5569",30468,68,2,0,3480,1,0,0,0,0,3272,22,0,1,0,0,"AA-108868","2018-10-09",0.665431347464015,0.00182241872827192
"5570",30467,68,2,0,3481,1,0,0,0,0,3293,20,0,1,0,0,"AA-108869","2018-10-09",0.663694037791762,0.00165241886665446
"5571",30466,68,2,0,3482,1,0,0,0,0,3320,20,0,1,0,0,"AA-108870","2018-10-09",0.661467017077363,0.00164687418667338
"5572",30465,68,2,0,3483,1,0,0,0,0,3319,20,0,1,0,0,"AA-108871","2018-10-09",0.661549365912249,0.00164707921302689
"5573",30464,68,2,0,3484,1,0,0,0,0,3288,20,0,1,0,0,"AA-108872","2018-10-09",0.664107271099998,0.0016534477059629
"5574",30463,68,2,0,3485,1,0,0,0,0,3299,20,0,1,0,0,"AA-108873","2018-10-09",0.663198497219128,0.00165118510449179
"5575",30462,68,2,0,3486,1,0,0,0,0,3273,20,0,1,0,0,"AA-108874","2018-10-09",0.665348515404937,0.00165653806897781
"5576",30461,68,2,0,3487,1,0,0,0,0,3297,22,0,1,0,0,"AA-109008","2018-10-09",0.663363636286308,0.00181675588177502
"5577",30460,68,2,0,3488,1,0,0,0,0,3291,21,0,1,0,0,"AA-109009","2018-10-09",0.663859300250518,0.00173547184181014
"5578",30459,68,2,0,3489,1,0,0,0,0,3314,21,0,1,0,0,"AA-109010","2018-10-09",0.661961263891545,0.00173050996411334
"5579",30458,68,2,0,3490,1,0,0,0,0,3311,21,0,1,0,0,"AA-109011","2018-10-09",0.662208525768976,0.00173115636015791
"5580",30457,68,2,0,3491,1,0,0,0,0,3317,22,0,1,0,0,"AA-109012","2018-10-09",0.661714094339165,0.00181223827654197
"5581",30456,68,2,0,3492,1,0,0,0,0,3319,26,0,1,0,0,"AA-109013","2018-10-09",0.661549365912249,0.00214120297693495
"5582",30455,68,2,0,3493,1,0,0,0,0,3364,21,0,1,0,0,"AA-109014","2018-10-09",0.657853798432521,0.00171977216072239
"5583",30454,68,2,0,3494,1,0,0,0,0,3341,27,0,1,0,0,"AA-109015","2018-10-09",0.659740057487881,0.00221747560714214
"5584",30453,68,2,0,3495,1,0,0,0,0,3352,21,0,1,0,0,"AA-109016","2018-10-09",0.658837259764532,0.00172234314142353
"5585",30452,68,2,0,3496,1,0,0,0,0,3336,21,0,1,0,0,"AA-109017","2018-10-09",0.660150828944317,0.00172577709546006
"5586",30451,68,2,0,3497,1,0,0,0,0,3327,23,0,1,0,0,"AA-109018","2018-10-09",0.660890862180745,0.00189225567411392
"5587",30450,68,2,0,3498,1,0,0,0,0,3329,25,0,1,0,0,"AA-109019","2018-10-09",0.660726338690885,0.0020562876219684
"5588",30449,68,2,0,3499,1,0,0,0,0,3368,21,0,1,0,0,"AA-109020","2018-10-09",0.657526304326812,0.00171891602027425
"5589",30448,68,2,0,3500,1,0,0,0,0,3331,22,0,1,0,0,"AA-109060","2018-10-09",0.660561856157831,0.00180908263855002
"5590",30447,68,2,0,3501,1,0,0,0,0,3311,20,0,1,0,0,"AA-109061","2018-10-09",0.662208525768976,0.00164872034300753
"5591",30446,68,2,0,3502,1,0,0,0,0,3322,20,0,1,0,0,"AA-109062","2018-10-09",0.661302350158353,0.00164646421052746
"5592",30445,68,2,0,3503,1,0,0,0,0,3359,24,0,1,0,0,"AA-109063","2018-10-09",0.658263395454616,0.00196667764109433
"5593",30444,68,2,0,3504,1,0,0,0,0,3313,22,0,1,0,0,"AA-109064","2018-10-09",0.662043674257314,0.00181314089800335
"5594",30443,68,2,0,3505,1,0,0,0,0,3324,23,0,1,0,0,"AA-109065","2018-10-09",0.661137724231855,0.00189296248690809
"5595",30442,68,2,0,3506,1,0,0,0,0,3252,24,0,1,0,0,"AA-109066","2018-10-09",0.667090155898014,0.00199304913999158
"5596",30441,68,2,0,3507,1,0,0,0,0,3304,23,0,1,0,0,"AA-109067","2018-10-09",0.662785829385257,0.00189768132402103
"5597",30440,68,2,0,3508,1,0,0,0,0,3313,28,0,1,0,0,"AA-109068","2018-10-09",0.662043674257314,0.00230763387018608
"5598",30439,68,2,0,3509,1,0,0,0,0,3296,24,0,1,0,0,"AA-109069","2018-10-09",0.663446221239365,0.0019821622444597
"5599",30438,68,2,0,3510,1,0,0,0,0,3325,21,0,1,0,0,"AA-108044","2018-10-09",0.661055426637609,0.00172814190954684
"5600",30437,68,2,0,3511,1,0,0,0,0,3343,24,0,1,0,0,"AA-108043","2018-10-09",0.659575820481638,0.00197059874163567
"5601",30436,68,2,0,3512,1,0,0,0,0,3340,24,0,1,0,0,"AA-108042","2018-10-09",0.659822191326242,0.00197133481785507
"5602",30435,68,2,0,3513,1,0,0,0,0,3322,25,0,1,0,0,"AA-108041","2018-10-09",0.661302350158353,0.00205808026315932
"5603",30434,68,2,0,3514,1,0,0,0,0,3344,29,0,1,0,0,"AA-108040","2018-10-09",0.65949371731121,0.00238084374480581
"5604",30433,68,2,0,3515,1,0,0,0,0,3313,22,0,1,0,0,"AA-108039","2018-10-09",0.662043674257314,0.00181314089800335
"5605",30432,68,2,0,3516,1,0,0,0,0,3310,22,0,1,0,0,"AA-108038","2018-10-09",0.662290966917425,0.00181381815911656
"5606",30431,68,2,0,3517,1,0,0,0,0,3331,22,0,1,0,0,"AA-108037","2018-10-09",0.660561856157831,0.00180908263855002
"5607",30430,68,2,0,3518,1,0,0,0,0,3291,28,0,1,0,0,"AA-108036","2018-10-09",0.663859300250518,0.00231396245574686
"5608",30429,68,2,0,3519,1,0,0,0,0,3320,25,0,1,0,0,"AA-108035","2018-10-09",0.661467017077363,0.00205859273334172
"5609",30428,68,2,0,3520,1,0,0,0,0,3356,27,0,1,0,0,"AA-108034","2018-10-09",0.658509276070118,0.00221333878425161
"5610",30427,68,2,0,3521,1,0,0,0,0,3331,25,0,1,0,0,"AA-108033","2018-10-09",0.660561856157831,0.00205577572562502
"5611",30426,68,2,0,3522,1,0,0,0,0,3352,25,0,1,0,0,"AA-108032","2018-10-09",0.658837259764532,0.00205040850169467
"5612",30425,68,2,0,3523,1,0,0,0,0,3339,25,0,1,0,0,"AA-108031","2018-10-09",0.659904335389794,0.00205372941425929
"5613",30424,68,2,0,3524,1,0,0,0,0,3323,26,0,1,0,0,"AA-108030","2018-10-09",0.661220032071678,0.0021401370389473
"5614",30423,68,2,0,3525,1,0,0,0,0,3321,25,0,1,0,0,"AA-108029","2018-10-09",0.661384678493156,0.00205833648230162
"5615",30422,68,2,0,3526,1,0,0,0,0,3328,44,0,1,0,0,"AA-108028","2018-10-09",0.660808595315577,0.00361951676756945
"5616",30421,68,2,0,3527,1,0,0,0,0,3292,28,0,1,0,0,"AA-108027","2018-10-09",0.663776663877904,0.00231367441660417
"5617",30420,68,2,0,3528,1,0,0,0,0,3335,23,0,1,0,0,"AA-108026","2018-10-09",0.660233013921359,0.00189037212998771
"5618",30419,68,2,0,3529,1,0,0,0,0,3329,23,0,1,0,0,"AA-108025","2018-10-09",0.660726338690885,0.00189178461221092
"5619",30418,68,2,0,3530,1,0,0,0,0,3330,13,0,1,0,0,"AA-107390","2018-10-09",0.660644092305394,0.00106913646209014
"5620",30417,68,2,0,3531,1,0,0,0,0,3330,13,0,1,0,0,"AA-107389","2018-10-09",0.660644092305394,0.00106913646209014
"5621",30416,68,2,0,3532,1,0,0,0,0,3326,13,0,1,0,0,"AA-107388","2018-10-09",0.660973139287664,0.00106966896685418
"5622",30415,68,2,0,3533,1,0,0,0,0,3341,14,0,1,0,0,"AA-107387","2018-10-09",0.659740057487881,0.00114980216666629
"5623",30414,68,2,0,3534,1,0,0,0,0,3333,13,0,1,0,0,"AA-107386","2018-10-09",0.660397414571387,0.00106873725749135
"5624",30413,68,2,0,3535,1,0,0,0,0,3303,14,0,1,0,0,"AA-107385","2018-10-09",0.662868342404682,0.00115525417573329
"5625",30412,68,2,0,3536,1,0,0,0,0,3316,13,0,1,0,0,"AA-107384","2018-10-09",0.661796473933748,0.00107100138941102
"5626",30411,68,2,0,3537,1,0,0,0,0,3303,13,0,1,0,0,"AA-107383","2018-10-09",0.662868342404682,0.00107273602032377
"5627",30410,68,2,0,3538,1,0,0,0,0,3308,18,0,1,0,0,"AA-107382","2018-10-09",0.662455880005945,0.00148440256941454
"5628",30409,68,2,0,3539,1,0,0,0,0,3309,13,0,1,0,0,"AA-107381","2018-10-09",0.662373418329322,0.00107193507261063
"5629",30408,68,2,0,3540,1,0,0,0,0,3332,13,0,1,0,0,"AA-107380","2018-10-09",0.66047963024692,0.0010688703091261
"5630",30407,68,2,0,3541,1,0,0,0,0,3326,13,0,1,0,0,"AA-107379","2018-10-09",0.660973139287664,0.00106966896685418
"5631",30406,68,2,0,3542,1,0,0,0,0,3323,13,0,1,0,0,"AA-107378","2018-10-09",0.661220032071678,0.00107006851947365
"5632",30405,68,2,0,3543,1,0,0,0,0,3307,14,0,1,0,0,"AA-107377","2018-10-09",0.662538351948572,0.00115467906476783
"5633",30404,68,2,0,3544,1,0,0,0,0,3285,25,0,1,0,0,"AA-107376","2018-10-09",0.664355334573837,0.00206758164625245
"5634",30403,68,2,0,3545,1,0,0,0,0,3311,13,0,1,0,0,"AA-107375","2018-10-09",0.662208525768976,0.0010716682229549
"5635",30402,68,2,0,3546,1,0,0,0,0,3304,13,0,1,0,0,"AA-107374","2018-10-09",0.662785829385257,0.00107260248749015
"5636",30401,68,2,0,3547,1,0,0,0,0,3316,18,0,1,0,0,"AA-107373","2018-10-09",0.661796473933748,0.00148292500072295
"5637",30400,68,2,0,3548,1,0,0,0,0,3276,29,0,1,0,0,"AA-107372","2018-10-09",0.665100081087553,0.00240108332522582
"5638",30399,68,2,0,3549,1,0,0,0,0,3304,14,0,1,0,0,"AA-107371","2018-10-09",0.662785829385257,0.00115511037114323
"5639",30398,68,2,0,3550,1,0,0,0,0,3320,12,0,1,0,0,"AA-107370","2018-10-09",0.661467017077363,0.000988124512004028
"5640",30397,68,2,0,3551,1,0,0,0,0,3327,13,0,1,0,0,"AA-107369","2018-10-09",0.660890862180745,0.00106953581580352
"5641",30396,68,2,0,3552,1,0,0,0,0,3303,16,0,1,0,0,"AA-107368","2018-10-09",0.662868342404682,0.00132029048655234
"5642",30395,68,2,0,3553,1,0,0,0,0,3322,13,0,1,0,0,"AA-107367","2018-10-09",0.661302350158353,0.00107020173684285
"5643",30394,68,2,0,3554,1,0,0,0,0,3352,12,0,1,0,0,"AA-107366","2018-10-09",0.658837259764532,0.000984196080813443
"5644",30393,68,2,0,3555,1,0,0,0,0,3306,13,0,1,0,0,"AA-107365","2018-10-09",0.662620834158481,0.00107233547168682
"5645",30392,68,2,0,3556,1,0,0,0,0,3329,13,0,1,0,0,"AA-107364","2018-10-09",0.660726338690885,0.00106926956342357
"5646",30391,68,2,0,3557,1,0,0,0,0,3326,14,0,1,0,0,"AA-107363","2018-10-09",0.660973139287664,0.00115195119507373
"5647",30390,68,2,0,3558,1,0,0,0,0,3335,14,0,1,0,0,"AA-107362","2018-10-09",0.660233013921359,0.00115066129651426
"5648",30389,68,2,0,3559,1,0,0,0,0,3343,13,0,1,0,0,"AA-107361","2018-10-09",0.659575820481638,0.00106740765171932
"5649",30388,68,2,0,3560,1,0,0,0,0,3345,13,0,1,0,0,"AA-107360","2018-10-09",0.659411624360882,0.00106714192912878
"5650",30387,68,2,0,3561,1,0,0,0,0,3323,19,0,1,0,0,"AA-107359","2018-10-09",0.661220032071678,0.00156394629769226
"5651",30386,68,2,0,3562,1,0,0,0,0,3343,13,0,1,0,0,"AA-107358","2018-10-09",0.659575820481638,0.00106740765171932
"5652",30385,68,2,0,3563,1,0,0,0,0,3344,15,0,1,0,0,"AA-107357","2018-10-09",0.65949371731121,0.00123147090248577
"5653",30384,68,2,0,3564,1,0,0,0,0,3333,15,0,1,0,0,"AA-107356","2018-10-09",0.660397414571387,0.00123315837402848
"5654",30383,68,2,0,3565,1,0,0,0,0,3387,21,0,1,0,0,"AA-107355","2018-10-09",0.655972932369724,0.00171485516989471
"5655",30382,68,2,0,3566,1,0,0,0,0,3360,23,0,1,0,0,"AA-107354","2018-10-09",0.658181455653209,0.00188449813021583
"5656",30381,68,1,0,3567,1,0,0,0,0,3344,22,0,1,0,0,"AA-108067","2018-10-09",0.65949371731121,0.00180615732364579
"5657",30380,68,1,0,3568,1,0,0,0,0,3361,22,0,1,0,0,"AA-108066","2018-10-09",0.658099526051565,0.00180233904806852
"5658",30379,68,1,0,3569,1,0,0,0,0,3334,22,0,1,0,0,"AA-108065","2018-10-09",0.660315209129958,0.00180840714563165
"5659",30378,68,1,0,3570,1,0,0,0,0,3381,22,0,1,0,0,"AA-108064","2018-10-09",0.65646307401495,0.00179785729221074
"5660",30377,68,1,0,3571,1,0,0,0,0,3389,24,0,1,0,0,"AA-108063","2018-10-09",0.655809633159123,0.00195934659477393
"5661",30376,68,1,0,3572,1,0,0,0,0,3364,26,0,1,0,0,"AA-108062","2018-10-09",0.657853798432521,0.00212924172279915
"5662",30375,68,1,0,3573,1,0,0,0,0,3394,27,0,1,0,0,"AA-108061","2018-10-09",0.655401562963122,0.00220289333997315
"5663",30374,68,1,0,3574,1,0,0,0,0,3394,24,0,1,0,0,"AA-108060","2018-10-09",0.655401562963122,0.00195812741330947
"5664",30373,68,1,0,3575,1,0,0,0,0,3394,23,0,1,0,0,"AA-108059","2018-10-09",0.655401562963122,0.00187653877108824
"5665",30372,68,1,0,3576,1,0,0,0,0,3391,24,0,1,0,0,"AA-108058","2018-10-09",0.655646374600554,0.00195885883112328
"5666",30371,68,1,0,3577,1,0,0,0,0,3379,24,0,1,0,0,"AA-108057","2018-10-09",0.656626535934926,0.00196178723545851
"5667",30370,68,1,0,3578,1,0,0,0,0,3400,23,0,1,0,0,"AA-108056","2018-10-09",0.654912213884598,0.00187513767202113
"5668",30369,68,1,0,3579,1,0,0,0,0,3380,23,0,1,0,0,"AA-108055","2018-10-09",0.656544799887738,0.00187981207486841
"5669",30368,68,1,0,3580,1,0,0,0,0,3362,25,0,1,0,0,"AA-108054","2018-10-09",0.658017606648416,0.00204785760814271
"5670",30367,68,1,0,3581,1,0,0,0,0,3385,24,0,1,0,0,"AA-108053","2018-10-09",0.656136272242478,0.00196032248647074
"5671",30366,68,1,0,3582,1,0,0,0,0,3369,25,0,1,0,0,"AA-108052","2018-10-09",0.657444456277583,0.00204607387114896
"5672",30365,68,1,0,3583,1,0,0,0,0,3374,23,0,1,0,0,"AA-108051","2018-10-09",0.657035368831215,0.00188121666663985
"5673",30364,68,1,0,3584,1,0,0,0,0,3389,23,0,1,0,0,"AA-108050","2018-10-09",0.655809633159123,0.00187770715332501
"5674",30363,68,1,0,3585,1,0,0,0,0,3400,27,0,1,0,0,"AA-108049","2018-10-09",0.654912213884598,0.00220124857150307
"5675",30362,68,1,0,3586,1,0,0,0,0,3390,24,0,1,0,0,"AA-108048","2018-10-09",0.655727998798967,0.00195910269776861
"5676",30361,68,1,0,3587,1,0,0,0,0,3373,25,0,1,0,0,"AA-108047","2018-10-09",0.657117165951412,0.00204505529052475
"5677",30360,68,1,0,3588,1,0,0,0,0,3403,24,0,1,0,0,"AA-108046","2018-10-09",0.654667676375254,0.00195593479808367
"5678",30359,68,1,0,3589,1,0,0,0,0,3418,25,0,1,0,0,"AA-108045","2018-10-09",0.653446357763859,0.00203363113956137
"5679",30358,68,1,0,3590,1,0,0,0,0,3365,23,0,1,0,0,"AA-108024","2018-10-09",0.657771909617237,0.00188332552236978
"5680",30357,68,1,0,3591,1,0,0,0,0,3367,23,0,1,0,0,"AA-108023","2018-10-09",0.657608162565651,0.00188285668355658
"5681",30356,68,1,0,3592,1,0,0,0,0,3387,26,0,1,0,0,"AA-108022","2018-10-09",0.655972932369724,0.00212315401986964
"5682",30355,68,1,0,3593,1,0,0,0,0,3380,30,0,1,0,0,"AA-108021","2018-10-09",0.656544799887738,0.00245192879330663
"5683",30354,68,1,0,3594,1,0,0,0,0,3374,23,0,1,0,0,"AA-108020","2018-10-09",0.657035368831215,0.00188121666663985
"5684",30353,68,1,0,3595,1,0,0,0,0,3422,24,0,1,0,0,"AA-108019","2018-10-09",0.653121057779159,0.00195131400307479
"5685",30352,68,1,0,3596,1,0,0,0,0,3425,26,0,1,0,0,"AA-108018","2018-10-09",0.65287718906915,0.00211313418595766
"5686",30351,68,1,0,3597,1,0,0,0,0,3431,22,0,1,0,0,"AA-108017","2018-10-09",0.652389724789363,0.00178670159907457
"5687",30350,68,1,0,3598,1,0,0,0,0,3412,22,0,1,0,0,"AA-108016","2018-10-09",0.653934611557662,0.00179093258487098
"5688",30349,68,1,0,3599,1,0,0,0,0,3412,22,0,1,0,0,"AA-108015","2018-10-09",0.653934611557662,0.00179093258487098
"5689",30348,68,1,0,3600,1,0,0,0,0,3405,22,0,1,0,0,"AA-107998","2018-10-09",0.654504702097685,0.00179249389345812
"5690",30347,68,1,0,3601,1,0,0,0,0,3407,22,0,1,0,0,"AA-107997","2018-10-09",0.654341768391258,0.00179204766645185
"5691",30346,68,1,0,3602,1,0,0,0,0,3393,22,0,1,0,0,"AA-107996","2018-10-09",0.655483156683896,0.0017951735898227
"5692",30345,68,1,0,3603,1,0,0,0,0,3375,22,0,1,0,0,"AA-107995","2018-10-09",0.656953581893021,0.00179920064753473
"5693",30344,68,1,0,3604,1,0,0,0,0,3375,22,0,1,0,0,"AA-107994","2018-10-09",0.656953581893021,0.00179920064753473
"5694",30343,68,1,0,3605,1,0,0,0,0,3386,22,0,1,0,0,"AA-107993","2018-10-09",0.656054597222699,0.00179673859565534
"5695",30342,68,1,0,3606,1,0,0,0,0,3414,22,0,1,0,0,"AA-107992","2018-10-09",0.653771819770711,0.00179048674653998
"5696",30341,68,1,0,3607,1,0,0,0,0,3393,22,0,1,0,0,"AA-107991","2018-10-09",0.655483156683896,0.0017951735898227
"5697",30340,68,1,0,3608,1,0,0,0,0,3368,22,0,1,0,0,"AA-107990","2018-10-09",0.657526304326812,0.00180076916409683
