"","datno","setno","division","subdivision","calage","calspan","calsigI","calsigD","calsigC","calseqno","c14age","c14sig","c14addsig","c14mulsig","ReservoirAge","ReservoirSig","labid","Date_Modified","F","sdF"
"7942",24665,62,2,0,452,1,0,0,0,0,346,21,0,1,0,0,"AAR-22659","2018-09-04",0.957842110048166,0.00250400651201438
"7943",24666,62,2,0,451,1,0,0,0,0,348,24,0,1,0,0,"AAR-22658","2018-09-04",0.957603662922176,0.00286100932529967
"7944",24667,62,2,0,450,1,0,0,0,0,381,28,0,1,0,0,"AAR-22657","2018-09-04",0.953677844358801,0.00332416029404288
"7945",24668,62,2,0,448,1,0,0,0,0,310,26,0,1,0,0,"AAR-22655","2018-09-04",0.96214432565895,0.00311412329978
"7946",24669,62,2,0,447,1,0,0,0,0,351,16,0,1,0,0,"AAR-22654","2018-09-04",0.957246103527642,0.00190662736915751
"7947",24670,62,2,0,446,1,0,0,0,0,358,25,0,1,0,0,"AAR-22653","2018-09-04",0.95641231738929,0.00297651038649723
"7948",24671,62,2,0,445,1,0,0,0,0,336,19,0,1,0,0,"AAR-22652","2018-09-04",0.959035236588119,0.00226835173598584
"7949",24672,62,2,0,444,1,0,0,0,0,391,28,0,1,0,0,"AAR-22651","2018-09-04",0.952491382899139,0.00332002473810231
"7950",24673,62,2,0,441,1,0,0,0,0,347,16,0,1,0,0,"AAR-22648","2018-09-04",0.957722879064309,0.00190757700299128
"7951",24674,62,2,0,440,1,0,0,0,0,335,19,0,1,0,0,"AAR-22687","2018-09-04",0.959154630952931,0.00226863413271576
"7952",24675,62,2,0,439,1,0,0,0,0,353,23,0,1,0,0,"AAR-22647","2018-09-04",0.957007804772705,0.00274009454870811
"7953",24676,62,2,0,438,1,0,0,0,0,304,23,0,1,0,0,"AAR-22646","2018-09-04",0.962863237948548,0.00275685976258143
"7954",24677,62,2,0,437,1,0,0,0,0,299,20,0,1,0,0,"AAR-22645","2018-09-04",0.963462741844229,0.0023987619615193
"7955",24678,62,2,0,436,1,0,0,0,0,354,22,0,1,0,0,"AAR-22644","2018-09-04",0.956888677642122,0.00262063374929997
"7956",24679,62,2,0,435,1,0,0,0,0,341,15,0,1,0,0,"AAR-22643","2018-09-04",0.958438487657975,0.00178968969436943
"7957",24680,62,2,0,432,1,0,0,0,0,326,23,0,1,0,0,"AAR-22640","2018-09-04",0.960229849334333,0.00274931987236271
"7958",24681,62,2,0,431,1,0,0,0,0,366,27,0,1,0,0,"AAR-22686","2018-09-04",0.95546030819344,0.0032114313856869
"7959",24682,62,2,0,430,1,0,0,0,0,322,22,0,1,0,0,"AAR-22639","2018-09-04",0.960708110985181,0.00263109404228482
"7960",24683,62,2,0,429,1,0,0,0,0,321,15,0,1,0,0,"AAR-22638","2018-09-04",0.960827713613222,0.00179415108977945
"7961",24684,62,2,0,428,1,0,0,0,0,309,22,0,1,0,0,"AAR-22637","2018-09-04",0.962264107087449,0.00263535545324585
"7962",24685,62,2,0,427,1,0,0,0,0,331,30,0,1,0,0,"AAR-22636","2018-09-04",0.959632357069793,0.00358383800723189
"7963",24686,62,2,0,426,1,0,0,0,0,302,21,0,1,0,0,"AAR-22635","2018-09-04",0.963102994729667,0.00251775960280381
"7964",24687,62,2,0,425,1,0,0,0,0,297,27,0,1,0,0,"AAR-22634","2018-09-04",0.963702647904205,0.00323913500478197
"7965",24688,62,3,0,518,1,0,0,0,0,503,26,0,1,0,0,"AAR-23305","2018-09-04",0.939303433987772,0.00304019535462244
"7966",24689,62,3,0,517,1,0,0,0,0,515,29,0,1,0,0,"AAR-23306","2018-09-04",0.937901314431445,0.0033859253228572
"7967",24690,62,3,0,516,1,0,0,0,0,530,22,0,1,0,0,"AAR-23307","2018-09-04",0.936151607866873,0.00256384107719049
"7968",24691,62,3,0,515,1,0,0,0,0,486,19,0,1,0,0,"AAR-23308","2018-09-04",0.941293358894234,0.00222638787737961
"7969",24692,62,3,0,512,1,0,0,0,0,473,19,0,1,0,0,"AAR-23311","2018-09-04",0.94281791019216,0.00222999381223093
"7970",24693,62,3,0,511,1,0,0,0,0,446,19,0,1,0,0,"AAR-23312","2018-09-04",0.945992180354839,0.00223750173369127
"7971",24694,62,3,0,510,1,0,0,0,0,469,17,0,1,0,0,"AAR-23313","2018-09-04",0.943287499479026,0.00199625139937053
"7972",24695,62,3,0,509,1,0,0,0,0,465,17,0,1,0,0,"AAR-23314","2018-09-04",0.943757322654214,0.00199724567224221
"7973",24696,62,3,0,508,1,0,0,0,0,477,19,0,1,0,0,"AAR-23315","2018-09-04",0.94234855467718,0.00222888367221043
"7974",24697,62,3,0,506,1,0,0,0,0,432,18,0,1,0,0,"AAR-23317","2018-09-04",0.947642303351326,0.00212343600900334
"7975",24698,62,3,0,503,1,0,0,0,0,486,18,0,1,0,0,"AAR-23320","2018-09-04",0.941293358894234,0.00210920956804384
"7976",24699,62,3,0,502,1,0,0,0,0,404,19,0,1,0,0,"AAR-23321","2018-09-04",0.95095118944464,0.00224923099706811
"7977",24700,62,3,0,501,1,0,0,0,0,439,17,0,1,0,0,"AAR-23322","2018-09-04",0.946816882371561,0.00200372052786214
"7978",24701,62,3,0,500,1,0,0,0,0,425,21,0,1,0,0,"AAR-23323","2018-09-04",0.948468443920915,0.00247950172069454
"7979",24702,62,3,0,498,1,0,0,0,0,447,17,0,1,0,0,"AAR-23325","2018-09-04",0.94587442443536,0.00200172603204296
"7980",24703,62,3,0,497,1,0,0,0,0,481,23,0,1,0,0,"AAR-23326","2018-09-04",0.94187943281771,0.00269677915533516
"7981",24704,62,3,0,496,1,0,0,0,0,420,20,0,1,0,0,"AAR-23327","2018-09-04",0.94905898524044,0.0023629004985446
"7982",24705,62,3,0,495,1,0,0,0,0,445,17,0,1,0,0,"AAR-23328","2018-09-04",0.946109950934251,0.00200222446979737
"7983",24706,62,3,0,494,1,0,0,0,0,381,18,0,1,0,0,"AAR-23329","2018-09-04",0.953677844358801,0.00213696018902756
"7984",24707,62,3,0,493,1,0,0,0,0,430,18,0,1,0,0,"AAR-23330","2018-09-04",0.947878270059109,0.00212396475302676
"7985",24708,62,3,0,492,1,0,0,0,0,390,18,0,1,0,0,"AAR-23331","2018-09-04",0.952609962591846,0.0021345673256135
"7986",24709,62,3,0,491,1,0,0,0,0,414,19,0,1,0,0,"AAR-23332","2018-09-04",0.949768120190205,0.00224643275035652
"7987",24710,62,3,0,490,1,0,0,0,0,386,18,0,1,0,0,"AAR-23333","2018-09-04",0.953084429005943,0.00213563048949421
"7988",24711,62,3,0,489,1,0,0,0,0,363,17,0,1,0,0,"AAR-23334","2018-09-04",0.955817200541228,0.00202276763465715
"7989",24712,62,3,0,488,1,0,0,0,0,396,18,0,1,0,0,"AAR-23335","2018-09-04",0.951898705808629,0.00213297357208457
"7990",24713,62,3,0,487,1,0,0,0,0,415,18,0,1,0,0,"AAR-23336","2018-09-04",0.949649894246474,0.00212793453210961
"7991",24714,62,3,0,486,1,0,0,0,0,416,17,0,1,0,0,"AAR-23337","2018-09-04",0.94953168301936,0.00200946578007334
"7992",24715,62,3,0,485,1,0,0,0,0,406,18,0,1,0,0,"AAR-23338","2018-09-04",0.950714457758174,0.00213031996012039
"7993",24716,62,3,0,484,1,0,0,0,0,470,21,0,1,0,0,"AAR-23339","2018-09-04",0.943170080234829,0.00246565065167825
"7994",24717,62,3,0,483,1,0,0,0,0,388,18,0,1,0,0,"AAR-23340","2018-09-04",0.952847166266564,0.00213509884137908
"7995",24718,62,3,0,482,1,0,0,0,0,374,22,0,1,0,0,"AAR-23341","2018-09-04",0.954509246623935,0.00261411719478732
"7996",24719,62,3,0,481,1,0,0,0,0,371,7,0,1,0,0,"AAR-23342","2018-09-04",0.954865783722433,0.000832075250349437
"7997",24720,62,3,0,480,1,0,0,0,0,439,17,0,1,0,0,"AAR-23343","2018-09-04",0.946816882371561,0.00200372052786214
"7998",24721,62,3,0,479,1,0,0,0,0,405,19,0,1,0,0,"AAR-23344","2018-09-04",0.950832816233932,0.00224895101561617
"7999",24722,62,3,0,478,1,0,0,0,0,416,17,0,1,0,0,"AAR-23345","2018-09-04",0.94953168301936,0.00200946578007334
"8000",24723,62,3,0,477,1,0,0,0,0,415,17,0,1,0,0,"AAR-23346","2018-09-04",0.949649894246474,0.00200971594699241
"8001",24724,62,3,0,476,1,0,0,0,0,398,23,0,1,0,0,"AAR-23347","2018-09-04",0.95166173824555,0.00272478774799547
"8002",24725,62,3,0,475,1,0,0,0,0,426,18,0,1,0,0,"AAR-23348","2018-09-04",0.948350379759255,0.00212502263608448
"8003",24726,62,3,0,474,1,0,0,0,0,410,17,0,1,0,0,"AAR-23349","2018-09-04",0.950241171167947,0.00201096724883046
"8004",24727,62,3,0,473,1,0,0,0,0,377,17,0,1,0,0,"AAR-23350","2018-09-04",0.954152842652736,0.00201924540334825
"8005",24728,62,3,0,472,1,0,0,0,0,401,17,0,1,0,0,"AAR-23351","2018-09-04",0.951306397504799,0.00201322155578011
"8006",24729,62,3,0,471,1,0,0,0,0,390,19,0,1,0,0,"AAR-23352","2018-09-04",0.952609962591846,0.00225315439925869
"8007",24730,62,3,0,470,1,0,0,0,0,384,17,0,1,0,0,"AAR-23353","2018-09-04",0.953321750824688,0.00201748658832562
"8008",24731,62,3,0,469,1,0,0,0,0,362,11,0,1,0,0,"AAR-23354","2018-09-04",0.955936194279081,0.00130901259019917
"8009",24732,62,3,0,468,1,0,0,0,0,365,12,0,1,0,0,"AAR-23355","2018-09-04",0.955579257500251,0.00142748052906797
"8010",24733,62,3,0,467,1,0,0,0,0,410,18,0,1,0,0,"AAR-23356","2018-09-04",0.950241171167947,0.00212925943993813
"8011",24734,62,3,0,466,1,0,0,0,0,356,17,0,1,0,0,"AAR-23357","2018-09-04",0.956650467865498,0.00202453105361801
"8012",24735,62,3,0,465,1,0,0,0,0,377,11,0,1,0,0,"AAR-23358","2018-09-04",0.954152842652736,0.00130657055510769
"8013",24736,62,3,0,464,1,0,0,0,0,362,11,0,1,0,0,"AAR-23359","2018-09-04",0.955936194279081,0.00130901259019917
"8014",24737,62,3,0,463,1,0,0,0,0,406,18,0,1,0,0,"AAR-23360","2018-09-04",0.950714457758174,0.00213031996012039
"8015",24738,62,3,0,462,1,0,0,0,0,403,17,0,1,0,0,"AAR-23361","2018-09-04",0.95106957739213,0.00201272038038917
"8016",24739,62,3,0,461,1,0,0,0,0,355,18,0,1,0,0,"AAR-23362","2018-09-04",0.956769565340335,0.00214388798408142
"8017",24740,62,3,0,460,1,0,0,0,0,366,13,0,1,0,0,"AAR-23363","2018-09-04",0.95546030819344,0.00154624474125666
"8018",24741,62,3,0,459,1,0,0,0,0,395,18,0,1,0,0,"AAR-23364","2018-09-04",0.952017211716451,0.00213323911501259
"8019",24742,62,3,0,458,1,0,0,0,0,389,23,0,1,0,0,"AAR-23365","2018-09-04",0.952728557047042,0.00272784225221984
"8020",24743,62,3,0,457,1,0,0,0,0,404,19,0,1,0,0,"AAR-23366","2018-09-04",0.95095118944464,0.00224923099706811
"8021",24744,62,3,0,456,1,0,0,0,0,356,14,0,1,0,0,"AAR-23367","2018-09-04",0.956650467865498,0.00166726086768542
"8022",24745,62,3,0,455,1,0,0,0,0,408,17,0,1,0,0,"AAR-23368","2018-09-04",0.950477785004166,0.00201146798768465
"8023",24746,62,3,0,454,1,0,0,0,0,377,14,0,1,0,0,"AAR-23369","2018-09-04",0.954152842652736,0.00166290797922797
"8024",24747,62,3,0,453,1,0,0,0,0,349,17,0,1,0,0,"AAR-23370","2018-09-04",0.957484461619919,0.00202629600990148
"8025",24748,62,3,0,452,1,0,0,0,0,349,16,0,1,0,0,"AAR-23371","2018-09-04",0.957484461619919,0.0019071021269661
"8026",24749,62,3,0,451,1,0,0,0,0,387,22,0,1,0,0,"AAR-23372","2018-09-04",0.952965790252252,0.0026098901264222
"8027",24750,62,3,0,450,1,0,0,0,0,339,13,0,1,0,0,"AAR-23373","2018-09-04",0.958677142658649,0.00155145062300043
"8028",24751,62,3,0,449,1,0,0,0,0,384,12,0,1,0,0,"AAR-23374","2018-09-04",0.953321750824688,0.00142410817999455
"8029",24752,62,3,0,448,1,0,0,0,0,359,15,0,1,0,0,"AAR-23375","2018-09-04",0.95629326438423,0.00178568392453174
"8030",24753,62,3,0,447,1,0,0,0,0,324,15,0,1,0,0,"AAR-23376","2018-09-04",0.960468950391199,0.00179348117214839
"8031",24754,62,3,0,446,1,0,0,0,0,340,23,0,1,0,0,"AAR-23377","2018-09-04",0.958557807730981,0.00274453250066134
"8032",24755,62,3,0,445,1,0,0,0,0,379,18,0,1,0,0,"AAR-23378","2018-09-04",0.953915313940333,0.00213749230062567
"8033",24756,62,3,0,444,1,0,0,0,0,340,15,0,1,0,0,"AAR-23379","2018-09-04",0.958557807730981,0.00178991250043131
"8034",24757,62,3,0,443,1,0,0,0,0,347,21,0,1,0,0,"AAR-23380","2018-09-04",0.957722879064309,0.00250369481642605
"8035",24758,62,3,0,442,1,0,0,0,0,340,14,0,1,0,0,"AAR-23381","2018-09-04",0.958557807730981,0.00167058500040256
"8036",24759,62,3,0,441,1,0,0,0,0,322,15,0,1,0,0,"AAR-23382","2018-09-04",0.960708110985181,0.00179392775610329
"8037",24760,62,3,0,440,1,0,0,0,0,374,20,0,1,0,0,"AAR-23383","2018-09-04",0.954509246623935,0.00237647017707939
"8038",24761,62,3,0,439,1,0,0,0,0,362,24,0,1,0,0,"AAR-23384","2018-09-04",0.955936194279081,0.00285602746952545
"8039",24762,62,3,0,438,1,0,0,0,0,362,19,0,1,0,0,"AAR-23385","2018-09-04",0.955936194279081,0.00226102174670765
"8040",24763,62,3,0,437,1,0,0,0,0,333,18,0,1,0,0,"AAR-23386","2018-09-04",0.959393464276138,0.00214976750366868
"8041",24764,62,3,0,436,1,0,0,0,0,328,17,0,1,0,0,"AAR-23387","2018-09-04",0.959990807799762,0.0020316001160956
"8042",24765,62,3,0,435,1,0,0,0,0,345,19,0,1,0,0,"AAR-23388","2018-09-04",0.957961355875593,0.00226581174674919
"8043",24766,62,3,0,434,1,0,0,0,0,367,20,0,1,0,0,"AAR-23389","2018-09-04",0.95534137369329,0.00237854194869486
"8044",24767,62,3,0,433,1,0,0,0,0,350,24,0,1,0,0,"AAR-23390","2018-09-04",0.95736527515569,0.00286029709992986
"8045",24768,62,3,0,432,1,0,0,0,0,347,24,0,1,0,0,"AAR-23391","2018-09-04",0.957722879064309,0.00286136550448692
"8046",24769,62,3,0,431,1,0,0,0,0,348,19,0,1,0,0,"AAR-23392","2018-09-04",0.957603662922176,0.00226496571586224
"8047",24770,62,3,0,430,1,0,0,0,0,320,18,0,1,0,0,"AAR-23393","2018-09-04",0.960947331131102,0.00215324934151125
"8048",24771,62,3,0,428,1,0,0,0,0,345,22,0,1,0,0,"AAR-23395","2018-09-04",0.957961355875593,0.00262357149623591
"8049",24772,62,3,0,427,1,0,0,0,0,349,17,0,1,0,0,"AAR-23396","2018-09-04",0.957484461619919,0.00202629600990148
"8050",24773,62,3,0,426,1,0,0,0,0,353,21,0,1,0,0,"AAR-23397","2018-09-04",0.957007804772705,0.0025018254575161
"8051",24774,62,3,0,425,1,0,0,0,0,326,18,0,1,0,0,"AAR-23398","2018-09-04",0.960229849334333,0.00215164163924038
"8052",24775,62,3,0,424,1,0,0,0,0,354,11,0,1,0,0,"AAR-23399","2018-09-04",0.956888677642122,0.00131031687464999
"8053",24776,62,3,0,423,1,0,0,0,0,311,11,0,1,0,0,"AAR-23400","2018-09-04",0.962024559140694,0.00131734970130059
"8054",24777,62,3,0,422,1,0,0,0,0,274,11,0,1,0,0,"AAR-23401","2018-09-04",0.96646586497556,0.00132343140977607
"8055",24778,62,3,0,421,1,0,0,0,0,305,17,0,1,0,0,"AAR-23402","2018-09-04",0.962743381940992,0.00203742530723227
"8056",24779,62,3,0,420,1,0,0,0,0,317,11,0,1,0,0,"AAR-23403","2018-09-04",0.961306273042312,0.00131636611520795
"8057",24780,62,3,0,419,1,0,0,0,0,340,25,0,1,0,0,"AAR-23404","2018-09-04",0.958557807730981,0.00298318750071885
"8058",24781,62,3,0,418,1,0,0,0,0,270,12,0,1,0,0,"AAR-23405","2018-09-04",0.966947232598522,0.00144446244132731
"8059",24782,62,3,0,417,1,0,0,0,0,288,19,0,1,0,0,"AAR-23406","2018-09-04",0.96478296464125,0.00228194651166236
"8060",24783,62,3,0,416,1,0,0,0,0,279,13,0,1,0,0,"AAR-23407","2018-09-04",0.965864492420161,0.00156308208657564
"8061",24784,62,3,0,415,1,0,0,0,0,253,26,0,1,0,0,"AAR-23408","2018-09-04",0.968995721203756,0.00313629886111013
"8062",24785,62,3,0,414,1,0,0,0,0,324,14,0,1,0,0,"AAR-23409","2018-09-04",0.960468950391199,0.00167391576067183
"8063",24786,62,3,0,413,1,0,0,0,0,288,21,0,1,0,0,"AAR-23410","2018-09-04",0.96478296464125,0.00252215140762682
"8064",24787,62,3,0,412,1,0,0,0,0,328,11,0,1,0,0,"AAR-23411","2018-09-04",0.959990807799762,0.00131456478100303
"8065",24788,62,3,0,411,1,0,0,0,0,294,19,0,1,0,0,"AAR-23412","2018-09-04",0.964062619006752,0.00228024271892547
"8066",24789,62,3,0,410,1,0,0,0,0,296,20,0,1,0,0,"AAR-23413","2018-09-04",0.963822623334851,0.00239965796921412
"8067",24790,62,3,0,408,1,0,0,0,0,293,13,0,1,0,0,"AAR-23415","2018-09-04",0.964182639251727,0.0015603603025361
"8068",24791,62,3,0,407,1,0,0,0,0,331,20,0,1,0,0,"AAR-23416","2018-09-04",0.959632357069793,0.00238922533815459
"8069",24792,62,3,0,406,1,0,0,0,0,332,11,0,1,0,0,"AAR-23417","2018-09-04",0.959512903238234,0.00131391036171052
"8070",24793,62,3,0,405,1,0,0,0,0,338,21,0,1,0,0,"AAR-23418","2018-09-04",0.958796492442828,0.00250650147408184
"8071",24794,62,3,0,403,1,0,0,0,0,286,18,0,1,0,0,"AAR-23420","2018-09-04",0.965023199441962,0.00216238237146213
"8072",24795,62,3,0,402,1,0,0,0,0,286,15,0,1,0,0,"AAR-23421","2018-09-04",0.965023199441962,0.00180198530955178
"8073",24796,62,3,0,401,1,0,0,0,0,262,16,0,1,0,0,"AAR-23422","2018-09-04",0.96791068722813,0.00192786891518114
"8074",24797,62,3,0,400,1,0,0,0,0,319,10,0,1,0,0,"AAR-23423","2018-09-04",0.961066963540675,0.00119639856036434
"8075",24798,62,3,0,399,1,0,0,0,0,268,23,0,1,0,0,"AAR-23424","2018-09-04",0.967188006310574,0.00276924239327066
"8076",24799,62,3,0,398,1,0,0,0,0,324,11,0,1,0,0,"AAR-23425","2018-09-04",0.960468950391199,0.00131521952624215
"8077",24800,62,3,0,397,1,0,0,0,0,340,21,0,1,0,0,"AAR-23426","2018-09-04",0.958557807730981,0.00250587750060383
"8078",24801,62,3,0,395,1,0,0,0,0,337,21,0,1,0,0,"AAR-23428","2018-09-04",0.958915857085369,0.00250681351908288
"8079",24802,62,3,0,394,1,0,0,0,0,316,15,0,1,0,0,"AAR-23429","2018-09-04",0.961425950138086,0.00179526817528586
"8080",24803,62,3,0,393,1,0,0,0,0,298,22,0,1,0,0,"AAR-23430","2018-09-04",0.963582687407951,0.00263896665292854
"8081",24804,62,3,0,392,1,0,0,0,0,290,12,0,1,0,0,"AAR-23431","2018-09-04",0.96454278964507,0.00144087059327036
"8082",24805,62,3,0,390,1,0,0,0,0,356,14,0,1,0,0,"AAR-23433","2018-09-04",0.956650467865498,0.00166726086768542
"8083",24806,62,3,0,389,1,0,0,0,0,314,14,0,1,0,0,"AAR-23434","2018-09-04",0.961665349028816,0.00167600085726421
"8084",24807,62,3,0,388,1,0,0,0,0,332,11,0,1,0,0,"AAR-23435","2018-09-04",0.959512903238234,0.00131391036171052
"8085",24808,62,3,0,387,1,0,0,0,0,343,19,0,1,0,0,"AAR-23436","2018-09-04",0.958199892068553,0.00226637594289836
"8086",24809,62,3,0,385,1,0,0,0,0,309,22,0,1,0,0,"AAR-23438","2018-09-04",0.962264107087449,0.00263535545324585
"8087",24810,62,3,0,384,1,0,0,0,0,304,13,0,1,0,0,"AAR-23439","2018-09-04",0.962863237948548,0.0015582250831982
"8088",24811,62,3,0,382,1,0,0,0,0,323,10,0,1,0,0,"AAR-23441","2018-09-04",0.960588523245124,0.00119580296681828
"8089",24812,62,3,0,381,1,0,0,0,0,317,20,0,1,0,0,"AAR-23442","2018-09-04",0.961306273042312,0.00239339293674172
"8090",24813,62,3,0,380,1,0,0,0,0,314,11,0,1,0,0,"AAR-23443","2018-09-04",0.961665349028816,0.00131685781642188
"8091",24814,62,3,0,379,1,0,0,0,0,349,16,0,1,0,0,"AAR-23444","2018-09-04",0.957484461619919,0.0019071021269661
"8092",24815,62,3,0,377,1,0,0,0,0,329,20,0,1,0,0,"AAR-23446","2018-09-04",0.959871309348705,0.00238982026477955
"8093",24816,62,3,0,373,1,0,0,0,0,355,24,0,1,0,0,"AAR-23450","2018-09-04",0.956769565340335,0.00285851731210856
"8094",24817,62,3,0,372,1,0,0,0,0,345,15,0,1,0,0,"AAR-23451","2018-09-04",0.957961355875593,0.00178879874743357
"8095",24818,62,4,0,970,1,0,0,0,0,1048,19,0,1,0,0,"AAR-25820","2018-09-04",0.877689980667779,0.00207595040865029
"8096",24819,62,4,0,969,1,0,0,0,0,1122,22,0,1,0,0,"AAR-25821","2018-09-04",0.869641826841771,0.0023816905502949
"8097",24820,62,4,0,968,1,0,0,0,0,1049,20,0,1,0,0,"AAR-25822","2018-09-04",0.877580726920404,0.00218493894415637
"8098",24821,62,4,0,967,1,0,0,0,0,1102,24,0,1,0,0,"AAR-25823","2018-09-04",0.871809697655824,0.00260468476829824
"8099",24822,62,4,0,966,1,0,0,0,0,1083,20,0,1,0,0,"AAR-25824","2018-09-04",0.873874180303551,0.00217571064435093
"8100",24823,62,4,0,965,1,0,0,0,0,1085,21,0,1,0,0,"AAR-25825","2018-09-04",0.873656636321528,0.00228392746953219
"8101",24824,62,4,0,964,1,0,0,0,0,1094,21,0,1,0,0,"AAR-25826","2018-09-04",0.872678358386241,0.00228137003935156
"8102",24825,62,4,0,963,1,0,0,0,0,1093,19,0,1,0,0,"AAR-25827","2018-09-04",0.872787001816961,0.00206435367042478
"8103",24826,62,4,0,962,1,0,0,0,0,1136,19,0,1,0,0,"AAR-25828","2018-09-04",0.868127525536201,0.00205333287503894
"8104",24827,62,4,0,961,1,0,0,0,0,1066,20,0,1,0,0,"AAR-25829","2018-09-04",0.875725492599001,0.00218031991186108
"8105",24828,62,4,0,960,1,0,0,0,0,1090,20,0,1,0,0,"AAR-25830","2018-09-04",0.873113013268747,0.00217381554405265
"8106",24829,62,4,0,959,1,0,0,0,0,1075,19,0,1,0,0,"AAR-25832","2018-09-04",0.874744898059727,0.00206898457153427
"8107",24830,62,4,0,959,1,0,0,0,0,1020,21,0,1,0,0,"AAR-25831","2018-09-04",0.880754613980371,0.00230248311883329
"8108",24831,62,4,0,958,1,0,0,0,0,1102,19,0,1,0,0,"AAR-25834","2018-09-04",0.871809697655824,0.00206204210823611
"8109",24832,62,4,0,958,1,0,0,0,0,1122,24,0,1,0,0,"AAR-25833","2018-09-04",0.869641826841771,0.00259820787304899
"8110",24833,62,4,0,957,1,0,0,0,0,1093,20,0,1,0,0,"AAR-25836","2018-09-04",0.872787001816961,0.00217300386360503
"8111",24834,62,4,0,957,1,0,0,0,0,1147,19,0,1,0,0,"AAR-25835","2018-09-04",0.866939567423403,0.00205052306498751
"8112",24835,62,4,0,956,1,0,0,0,0,1007,19,0,1,0,0,"AAR-25838","2018-09-04",0.882181114632066,0.00208657303348802
"8113",24836,62,4,0,956,1,0,0,0,0,1093,21,0,1,0,0,"AAR-25837","2018-09-04",0.872787001816961,0.00228165405678528
"8114",24837,62,4,0,955,1,0,0,0,0,1021,19,0,1,0,0,"AAR-25840","2018-09-04",0.880644978751288,0.00208293969827891
"8115",24838,62,4,0,955,1,0,0,0,0,1007,20,0,1,0,0,"AAR-25839","2018-09-04",0.882181114632066,0.00219639266682949
"8116",24839,62,4,0,954,1,0,0,0,0,998,19,0,1,0,0,"AAR-25842","2018-09-04",0.883170045216945,0.00208891209499838
"8117",24840,62,4,0,954,1,0,0,0,0,1026,19,0,1,0,0,"AAR-25841","2018-09-04",0.880097007280733,0.00208164361239063
"8118",24841,62,4,0,953,1,0,0,0,0,1038,20,0,1,0,0,"AAR-25844","2018-09-04",0.878783266501425,0.00218793294286425
"8119",24842,62,4,0,953,1,0,0,0,0,1014,23,0,1,0,0,"AAR-25843","2018-09-04",0.881412712042402,0.00252365148474732
"8120",24843,62,4,0,952,1,0,0,0,0,1035,22,0,1,0,0,"AAR-25846","2018-09-04",0.879111517733307,0.00240762521973519
"8121",24844,62,4,0,952,1,0,0,0,0,1026,18,0,1,0,0,"AAR-25845","2018-09-04",0.880097007280733,0.00197208342226481
"8122",24845,62,4,0,951,1,0,0,0,0,1026,21,0,1,0,0,"AAR-25847","2018-09-04",0.880097007280733,0.00230076399264227
"8123",24846,62,4,0,950,1,0,0,0,0,1026,20,0,1,0,0,"AAR-25848","2018-09-04",0.880097007280733,0.00219120380251645
"8124",24847,62,4,0,949,1,0,0,0,0,1014,24,0,1,0,0,"AAR-25849","2018-09-04",0.881412712042402,0.00263337546234503
"8125",24848,62,4,0,948,1,0,0,0,0,1014,23,0,1,0,0,"AAR-25850","2018-09-04",0.881412712042402,0.00252365148474732
"8126",24849,62,4,0,947,1,0,0,0,0,1017,20,0,1,0,0,"AAR-25851","2018-09-04",0.881083601568147,0.00219366015577779
"8127",24850,62,4,0,946,1,0,0,0,0,1014,20,0,1,0,0,"AAR-25852","2018-09-04",0.881412712042402,0.00219447955195419
"8128",24851,62,4,0,945,1,0,0,0,0,1014,22,0,1,0,0,"AAR-25853","2018-09-04",0.881412712042402,0.00241392750714961
"8129",24852,62,4,0,944,1,0,0,0,0,977,20,0,1,0,0,"AAR-25854","2018-09-04",0.885481863275315,0.00220461063930117
"8130",24853,62,5,0,1258,1,0,0,0,0,1262,12,0,1,0,0,"AAR-27737","2018-09-04",0.854616922387809,0.00127665916452803
"8131",24854,62,5,0,1257,1,0,0,0,0,1284,15,0,1,0,0,"AAR-27736","2018-09-04",0.852279582686559,0.00159145944731711
"8132",24855,62,5,0,1256,1,0,0,0,0,1273,11,0,1,0,0,"AAR-27735","2018-09-04",0.853447452377446,0.00116866948539175
"8133",24856,62,5,0,1255,1,0,0,0,0,1319,17,0,1,0,0,"AAR-27734","2018-09-04",0.848574255277484,0.00179581256563142
"8134",24857,62,5,0,1254,1,0,0,0,0,1237,12,0,1,0,0,"AAR-27733","2018-09-04",0.857280771996707,0.00128063852408322
"8135",24858,62,5,0,1253,1,0,0,0,0,1306,16,0,1,0,0,"AAR-27732","2018-09-04",0.849948635506608,0.00169291400076008
"8136",24859,62,5,0,1252,1,0,0,0,0,1312,14,0,1,0,0,"AAR-27731","2018-09-04",0.849314029785348,0.00148019375289367
"8137",24860,62,5,0,1251,1,0,0,0,0,1264,16,0,1,0,0,"AAR-27730","2018-09-04",0.854404172345993,0.00170178846726452
"8138",24861,62,5,0,1250,1,0,0,0,0,1276,18,0,1,0,0,"AAR-27729","2018-09-04",0.853128783844571,0.00191165419011606
"8139",24862,62,5,0,1249,1,0,0,0,0,1286,15,0,1,0,0,"AAR-27728","2018-09-04",0.852067414506752,0.00159106326622697
"8140",24863,62,5,0,1248,1,0,0,0,0,1294,11,0,1,0,0,"AAR-27727","2018-09-04",0.851219269831755,0.00116561832044682
"8141",24864,62,5,0,1246,1,0,0,0,0,1297,11,0,1,0,0,"AAR-27725","2018-09-04",0.85090143327941,0.00116518309051083
