"calageBP","realisation_1","realisation_2","realisation_3","realisation_4","realisation_5"
867,954.845479485709,948.486167684352,946.257370201147,946.402290699208,948.306846123547
868,950.59927457936,949.009140652732,940.026234523492,942.104019299305,940.646692000643
869,944.252111674389,948.251764643247,931.55000828117,939.077052975633,931.669337631527
870,936.381021673574,944.183182856663,926.554547889528,936.041186008667,924.058937679691
871,927.860299400328,936.51635729871,927.404298108957,932.421756168773,919.215184705184
872,920.186609763127,928.688114264357,929.22038497488,929.184282889739,915.774293284301
873,914.844030314722,924.234057301701,926.893072975896,927.318932112565,912.341157140574
874,912.51410599355,923.314959237622,921.752337808763,926.238225747223,910.46114600967
875,913.441962270926,924.286135564326,918.568328775687,924.513258962327,913.239030144161
876,916.973442634484,926.08778166361,919.489512251264,921.538540546041,921.133034036596
877,920.715516777675,928.822215393066,921.541875486713,918.315413245316,929.436334915565
878,922.40171054314,932.421493232079,921.482665248525,915.915375657813,933.355299173483
879,922.449207961087,934.334025728655,918.662693376782,914.495710582839,932.339976677977
880,922.577575521405,930.835369119782,913.711074578481,913.773459181444,927.927123152343
881,923.635126283494,921.7307362622,908.062093477445,913.944349248132,921.97436231633
882,924.924166206129,913.018838229908,904.544675518959,916.050119596895,916.870543091078
883,925.659172107634,910.386211020277,905.686058231337,920.856352561525,914.796530298186
884,925.557764443382,912.85139982336,910.822122391357,926.480538969588,916.069686597761
885,924.566381656168,916.513503988296,917.882246284596,929.895706925448,920.170090732678
886,923.013067376974,918.889139639118,925.090160240077,930.218710086371,925.505751549551
887,921.832770758997,919.781058906727,931.150409207401,930.004797846961,928.77167087254
888,921.852670458805,919.326225334287,934.905104058438,931.581429831429,927.228827799441
889,922.850055090417,918.499568100388,935.827802503956,933.790657820097,922.842929683762
890,924.171243802387,918.58289507807,933.652169272462,934.095505205733,919.405952109462
891,924.60116602499,919.453328645005,928.353227676062,930.814222335635,918.052443731606
892,922.111661266708,918.947140355851,920.253439563751,923.516135943089,916.060519020524
893,915.510499090783,915.522555950267,910.232606770361,912.611886879268,911.287129677609
894,908.823240705864,912.190064398249,902.246526164453,902.801879329952,906.707758993886
895,907.837634242489,913.500040734577,901.245363579682,900.207757001563,907.04591764524
896,914.001046929304,920.012530325082,908.03969445705,906.70900739674,913.288481517807
897,923.028260321172,927.005809585914,917.970118593484,918.593253473216,921.480706577333
898,930.904322745339,930.363339096689,926.772652767707,932.091145914866,927.931810127686
899,937.130331783437,931.088037762437,934.269630567891,945.154637558761,932.15090693598
900,942.348329115905,931.826880142122,941.5971193464,956.291743828249,934.703806668917
901,946.894650666785,934.288171785425,949.094891443884,964.004645412075,936.48148476759
902,950.734938205733,939.049084940549,956.138306346259,966.794440651523,938.764751693014
903,953.735722588373,946.283360367524,961.997147289918,963.750469586806,942.442742266568
904,955.401235241029,954.574501294864,965.72238541359,956.706826923825,946.451922121224
905,955.129755167093,962.034148344157,966.30121491782,948.299103105594,949.153914240943
906,952.391741681259,966.798723379587,962.817028117648,941.132180870714,949.00707706277
907,948.593936402647,967.841770405257,956.903551728686,937.226799374918,947.1485837583
908,947.262622040305,965.061518456574,952.982463094758,937.971247069878,947.653035790119
909,950.830066069482,959.2012824864,954.278881059323,943.9183124493,953.460323044837
910,956.666741197273,954.349125028469,958.405556277911,952.208918915443,962.089435713983
911,960.92620663657,955.217400683496,961.612851558964,959.173024397063,969.695631384355
912,962.60485509299,960.819882171743,962.887949176712,963.397316187686,974.15961898375
913,963.550420351224,964.465491076106,963.960527300023,965.736720081479,975.099063943329
914,965.417583109484,961.64926722878,966.187138531579,967.148350188193,972.778414274715
915,968.654400104943,957.134792177841,969.053510927549,968.594068613692,969.61588413244
916,973.398468559541,957.584556303343,971.654061691425,971.018675179992,968.447557513304
917,979.299002472818,963.999592820275,974.121354718324,975.008795117494,970.371570867712
918,985.558258523606,972.223180415649,977.535804014702,980.824873397413,974.905391210985
919,991.267443137106,978.697260325083,982.7929743657,988.150734963954,981.36071603189
920,995.198905008058,982.579360795071,990.035943262434,994.735456105914,988.537540680873
921,996.180997252137,983.709583744594,999.095325799396,998.062905284615,995.15381121798
922,995.140986075394,983.630089068684,1007.22075314673,998.195869986437,1000.43301378962
923,994.749010165223,985.295458741042,1009.50826804895,997.344069569058,1004.02099932621
924,996.86058616959,990.467357961922,1004.01215298375,997.439025395391,1006.20329625213
925,1000.67041504705,997.107588820832,998.074564308771,999.358160193758,1009.1914803484
926,1004.93704792592,1002.62327669096,1000.225762577,1003.7123184519,1015.33179054887
927,1009.4913427257,1007.01679116914,1010.70254510546,1010.14911820071,1023.51904214842
928,1014.97704600564,1012.26011105019,1023.46640631141,1017.58513294281,1030.02762728844
929,1021.73625370762,1019.68252104639,1033.7852889091,1025.04868884678,1033.01484454689
930,1029.21562305812,1028.68841751809,1041.03283657757,1031.9327209852,1036.06095323285
931,1036.65603387546,1038.27856315575,1045.27640006318,1037.76486160793,1043.16068052312
932,1042.65663093143,1046.5495511346,1046.37778136574,1043.00520819939,1051.65529866266
933,1045.37519104641,1050.97472148795,1044.06115941487,1048.75504352014,1054.29143832636
934,1043.87468630579,1050.52662821349,1039.13910523285,1054.72111797846,1047.70108216377
935,1039.50594170186,1047.96593769383,1035.14106665126,1057.08152430475,1038.47679701529
936,1034.07621422623,1046.36436777824,1035.65549949688,1052.08316498568,1034.14038923685
937,1030.56414117939,1045.77662588316,1040.34481876789,1042.81447588097,1035.75801092788
938,1032.66744265519,1044.37582298265,1046.41487038629,1036.61522090947,1040.37066391614
939,1041.2347067556,1041.90798344343,1051.6824956824,1037.63043823814,1045.73794584469
940,1050.6296850147,1041.73722352436,1055.43886061304,1042.68706186549,1051.3802188955
941,1054.88151912219,1047.07218084046,1057.19759363511,1047.76930117414,1056.93516877766
942,1053.71364267209,1054.68597220517,1056.66615093515,1050.44591350085,1060.81165726409
943,1050.1004808929,1057.69591269895,1053.66762828989,1049.20121937609,1060.7277721096
944,1046.33338560699,1052.97007538133,1048.59820756596,1044.01566547822,1055.93902629135
945,1043.22642579027,1045.16647678243,1043.02006568862,1037.90349813895,1048.86233863184
946,1041.36619781714,1039.42607492964,1038.48658331734,1033.9274753482,1042.16648163009
947,1040.93990342969,1036.87403687296,1035.26149517837,1032.39833389597,1037.38821434881
948,1041.91994619428,1036.55875337997,1032.94405198121,1032.20793733641,1035.46853138251
949,1043.34357768741,1036.56031147685,1031.14628761541,1032.15661807822,1036.10498080846
950,1042.51253907371,1033.18839969634,1029.51305925186,1030.89425210801,1036.6941110604
951,1037.16133253627,1023.56977423319,1027.7738234358,1027.43938608218,1034.76863196806
952,1029.84044710222,1012.6185105687,1026.28571606003,1023.79565060986,1030.86474485358
953,1025.32114856412,1008.80868754972,1025.71272324818,1023.34578267725,1026.9325007659
954,1026.62674383015,1016.52893310737,1027.72948733695,1028.36239177637,1025.56505610981
955,1033.83429653576,1033.28999403043,1035.71788194759,1039.24178648672,1030.43354135375
956,1046.45053322741,1055.56755975794,1052.12813772467,1055.61138934735,1044.22843195692
957,1061.91393854575,1077.14820378301,1071.66565176183,1072.92439875756,1062.00450674341
958,1076.7795107631,1090.71528434171,1085.77871576743,1084.89323260542,1075.60911213158
959,1088.29466764032,1094.24645268916,1091.07160623583,1089.26702770491,1081.65655794374
960,1094.79817581853,1093.92167326849,1092.16468331741,1090.05287388021,1084.17002888107
961,1095.29649644293,1095.50634594812,1093.67081643665,1091.3036099274,1087.20417023238
962,1092.35441135352,1097.80395949361,1095.84911152288,1094.00237192715,1091.02579443446
963,1089.86216307461,1097.02824267403,1097.30440156723,1097.93557642432,1094.45923786955
964,1090.02675701294,1093.11119680665,1097.39065595964,1101.98407626525,1096.88319814557
965,1092.70889644765,1091.17697107031,1096.51324904389,1103.76572092562,1098.4561984012
966,1097.13072168206,1095.3009083688,1095.09374819351,1101.29497660151,1099.32332104252
967,1099.91614886776,1101.60487650677,1093.20850371093,1095.32089572508,1099.2302499929
968,1096.92655855379,1103.58710024492,1090.84097577496,1087.56413746463,1097.80500529313
969,1089.15145127397,1099.86634066123,1088.95384240234,1080.71853643933,1095.42306527804
970,1084.07964407552,1095.5808513143,1089.75334562634,1078.71016212326,1093.40851707062
971,1087.64028197914,1095.20751354226,1094.72854850384,1084.44480171857,1093.06839104784
972,1095.96790910353,1097.85819329458,1101.37747882619,1095.34258680044,1095.32663636715
973,1102.30029528692,1101.0325542577,1106.04222126776,1107.15605900123,1100.93669423606
974,1104.90107045288,1103.97940073569,1107.96917857307,1117.17658420016,1109.02207331397
975,1107.87665327681,1107.97600498466,1109.77778246788,1124.49121238284,1116.81032914836
976,1114.59695442915,1113.87402071782,1113.54097133062,1128.63980684828,1121.99511923461
977,1123.63841382842,1120.09570046349,1118.0240885054,1130.74767257505,1124.87485734257
978,1132.23682142696,1124.42896043774,1121.11163094142,1132.30083299722,1126.44251055444
979,1137.91284123591,1125.98063365416,1121.95421094563,1132.59232567692,1126.68268581107
980,1138.49460778271,1125.25468382987,1121.04208037954,1128.60112537613,1124.51507601063
981,1132.8491743973,1122.83164786195,1119.03725054639,1118.5624096992,1119.44809719458
982,1123.95555889789,1119.32485055188,1117.03246546878,1106.18907055092,1113.56018991144
983,1115.7160333912,1115.3493699132,1116.18444216441,1096.40443466709,1109.48769112973
984,1109.83280629894,1111.39656267208,1116.71973054586,1090.97516287243,1108.07556114208
985,1105.90385851276,1107.83888969735,1117.97109676866,1088.65472314691,1108.45184181748
986,1103.44475096475,1105.04322027585,1119.23537150173,1088.08137873563,1109.67693174292
987,1102.0485985589,1103.27860640811,1119.967693857,1088.16135744328,1111.00117207814
988,1101.55889187267,1102.49367635314,1120.14483370599,1088.67448257972,1112.29898858741
989,1101.87083997077,1102.57161250498,1119.85088248348,1089.58013711158,1113.57311087225
990,1102.87994849172,1103.39595386722,1119.16997228262,1090.83776705469,1114.82626917225
991,1104.48192213166,1104.85047935083,1118.18623094597,1092.40686267903,1116.06119428914
992,1106.57258088323,1106.81910816935,1116.9837459813,1094.24694177816,1117.28061752023
993,1109.04778988615,1109.18581714428,1115.64653731073,1096.31753498977,1118.4872706011
994,1111.80340280247,1111.83457480694,1114.25853884338,1098.57817315791,1119.68388565753
995,1114.73521867546,1114.64929224381,1112.90358884818,1100.9883767317,1120.87319516676
996,1117.73895226732,1117.51379067841,1111.66542909534,1103.50764719832,1122.057931928
997,1120.71021789719,1120.31178581619,1110.62771273195,1106.09546055095,1123.24082904226
998,1123.5445268179,1122.92688899796,1109.87402085933,1108.71126279448,1124.42461990144
999,1126.14531920336,1125.25201107252,1109.47957337714,1111.31646092708,1125.61106954246
1000,1128.48547757747,1127.26134388504,1109.44755484353,1113.88970495568,1126.79355075806
1001,1130.57354731719,1128.97082254404,1109.74425414729,1116.41849072028,1127.96113063548
1002,1132.41839358987,1130.39676297898,1110.33571358393,1118.89037725433,1129.10284015702
1003,1134.02890808509,1131.555516032,1111.18801694963,1121.29291535902,1130.2077095707
